Carrefour Feux tricolores,Mouvement directionnel autorisé,ville,code_postal,Extracted street names,Second street names,Street 1,Street 2
"Intersection du quai Eustache
Chappuis avec la rue du Lac et
la rue Joseph Blanc","Mouvement direct à l'intersection quai Eustache Chappuis avec la rue Joseph
Blanc pour les cyclistes circulant quai Eustache Chappuis dans le sens
Sud/Nord",Annecy,74000,rue du Lac,rue Joseph Blanc,"['Rue du Lac, Les Balmettes, Annecy, Haute-Savoie, Auvergne-Rhône-Alpes, France métropolitaine, 74000, France', (45.900394, 6.1267607)]","['Rue Joseph Blanc, Les Balmettes, Annecy, Haute-Savoie, Auvergne-Rhône-Alpes, France métropolitaine, 74000, France', (45.8993039, 6.1268592)]"
"Au droit de l'Hôtel de Ville
quai Eustache Chappuis","Mouvement direct au droit de l'Hôtel de Ville pour les cyclistes circulant quai
Eustache Chappuis dans le sens Sud/Nord",Annecy,74000,No match found,No match found,,
"Au droit de l'entrée du
parking de l'Hôtel de Ville quai
Eustache Chappuis","Mouvement direct au droit de l'entrée du parking de l'Hôtel de Ville pour les
cyclistes circulant quai Eustache Chappuis dans le sens Nord/Sud",Annecy,74000,No match found,No match found,,
"Au droit de la sortie du
parking de l'Hôtel de Ville quai
Eustache Chappuis","Mouvement direct au droit de la sortie du parking de l'Hôtel de Ville pour les
cyclistes circulant quai Eustache Chappuis dans le sens Nord/Sud",Annecy,74000,No match found,No match found,,
"Au droit de Bonlieu quai
Eustache Chappuis","Mouvements direct et de tourne à droite vers la promenade Jacquet pour les
cycles circulant quai Eustache Chappuis dans le sens Sud/Nord",Annecy,74000,No match found,No match found,,
"Au droit du quai de Vicenza
quai Eustache Chappuis","Mouvement direct au droit du quai de Vicenza pour les cyclistes circulant
quai Eustache Chappuis dans le sens Nord/Sud",Annecy,74000,No match found,No match found,,
"Au droit du quai de Bayreuth
rue des Marquisats","Mouvement direct au droit du quai de Bayreuth pour les cyclistes circulant
rue des Marquisats dans le sens Sud/Nord",Annecy,74000,rue des Marquisats,No match found,"['Rue des Marquisats, Les Balmettes, Annecy, Haute-Savoie, Auvergne-Rhône-Alpes, France métropolitaine, 74000, France', (45.8980992, 6.1290471)]",
"Au droit du quai Napoléon III
quai Eustache Chappuis","Mouvement direct au droit du quai Napoléon III pour les cyclistes circulant
quai Eustache Chappuis dans le sens Sud/Nord",Annecy,74000,No match found,No match found,,
"Intersection du quai Eustache
Chappuis avec la rue Jean
Jaurès et l'avenue d'Albigny","Mouvement direct à l'intersection du quai Eustache Chappuis avec la rue
Jean Jaurès pour les cyclistes circulant quai Eustache Chappuis dans le sens
Ouest/Est",Annecy,74000,rue Jean Jaurès,No match found,"['Rue Jean Jaurès, Annecy, Haute-Savoie, Auvergne-Rhône-Alpes, France métropolitaine, 74000, France', (45.9027321, 6.1281647)]",
"Intersection du quai Eustache
Chappuis avec la rue Jean
Jaurès et l'avenue d'Albigny","Mouvement de tourne à droite pour les cycles circulant rue Jean Jaurès vers
le quai Eustache Chappuis",Annecy,74000,rue Jean Jaurès,No match found,"['Rue Jean Jaurès, Annecy, Haute-Savoie, Auvergne-Rhône-Alpes, France métropolitaine, 74000, France', (45.9027321, 6.1281647)]",
"Intersection du quai Eustache
Chappuis avec la rue Jean
Jaurès et l'avenue d'Albigny","Mouvement de tourne à droite pour les cycles circulant avenue d'Albigny
vers la rue Jean Jaurès",Annecy,74000,rue Jean Jaurès,No match found,"['Rue Jean Jaurès, Annecy, Haute-Savoie, Auvergne-Rhône-Alpes, France métropolitaine, 74000, France', (45.9027321, 6.1281647)]",
"Intersection de la rue Jean
Jaurès avec la rue Sommeiller","Mouvement de tourne à droite pour les cycles circulant rue Jean Jaurès vers
la rue Sommeiller, dans les deux sens",Annecy,74000,rue Jean Jaurès,No match found,"['Rue Jean Jaurès, Annecy, Haute-Savoie, Auvergne-Rhône-Alpes, France métropolitaine, 74000, France', (45.9027321, 6.1281647)]",
"Intersection de l'avenue
d'Albigny avec la rue Louis
Revon","Mouvement de tourne à droite pour les cycles circulant avenue d'Albigny
vers la piste cyclable rue Louis Revon",Annecy,74000,avenue d'Albigny avec,rue Louis Revon,,"['Rue Louis Revon, Annecy, Haute-Savoie, Auvergne-Rhône-Alpes, France métropolitaine, 74000, France', (45.9033791, 6.1305749)]"
"Intersection de l'avenue
d'Albigny avec la rue Louis
Revon","Mouvement direct pour les cycles circulant avenue d'Albigny à l'intersection
avec la rue Louis Revon dans le sens Ouest/Est",Annecy,74000,avenue d'Albigny avec,rue Louis Revon,,"['Rue Louis Revon, Annecy, Haute-Savoie, Auvergne-Rhône-Alpes, France métropolitaine, 74000, France', (45.9033791, 6.1305749)]"
"Intersection de l'avenue
d'Albigny avec le Boulevard
Saint-Bernard de Menthon","Mouvement de tourne à droite pour les cycles circulant avenue d'Albigny
vers le boulevard Saint-Bernard de Menthon",Annecy,74000,avenue d'Albigny avec,Boulevard Saint-Bernard de,,"['Boulevard Saint-Bernard de Menthon, Annecy, Haute-Savoie, Auvergne-Rhône-Alpes, France métropolitaine, 74000, France', (45.9041868, 6.1352136)]"
"Intersection de l'avenue
d'Albigny avec le Boulevard
Saint-Bernard de Menthon","Mouvement de tourne à droite pour les cycles circulant boulevard Saint-
Bernard de Menthon vers l'avenue d'Albigny",Annecy,74000,avenue d'Albigny avec,Boulevard Saint-Bernard de,,"['Boulevard Saint-Bernard de Menthon, Annecy, Haute-Savoie, Auvergne-Rhône-Alpes, France métropolitaine, 74000, France', (45.9041868, 6.1352136)]"
"Intersection de l'avenue
d'Albigny avec le Boulevard
Saint-Bernard de Menthon","Mouvement direct pour les cycles circulant avenue d'Albigny à l'intersection
avec le boulevard Saint-Bernard de Menthon dans le sens Ouest/Est",Annecy,74000,avenue d'Albigny avec,Boulevard Saint-Bernard de,,"['Boulevard Saint-Bernard de Menthon, Annecy, Haute-Savoie, Auvergne-Rhône-Alpes, France métropolitaine, 74000, France', (45.9041868, 6.1352136)]"
"Intersection du chemin des
Cloches avec l'avenue
Gambetta","Mouvement de tourne à droite pour les cycles circulant avenue Gambetta
vers le chemin des Cloches",Annecy,74000,No match found,No match found,,
"Intersection du chemin des
Cloches avec l'avenue
Gambetta","Mouvement de tourne à droite pour les cycles circulant chemin des Cloches
vers l'avenue Gambetta",Annecy,74000,No match found,No match found,,
"Intersection du chemin des
Cloches avec l'avenue de
France","Mouvement de tourne à droite pour les cycles circulant chemin des cloches
vers l'avenue de France, dans les deux sens",Annecy,74000,avenue de France,No match found,"['Avenue de France, Annecy, Haute-Savoie, Auvergne-Rhône-Alpes, France métropolitaine, 74000, France', (45.9187161, 6.1322021)]",
"Intersection du chemin des
Cloches avec l'avenue de
France","Mouvement de tourne à droite pour les cycles circulant avenue de France
vers le chemin des Cloches, dans les deux sens",Annecy,74000,avenue de France,No match found,"['Avenue de France, Annecy, Haute-Savoie, Auvergne-Rhône-Alpes, France métropolitaine, 74000, France', (45.9187161, 6.1322021)]",
"Intersection de l'avenue de
Thônes avec l'avenue de
France","Mouvement de tourne à droite pour les cycles circulant avenue de France
vers l'avenue de Thônes, dans les deux sens",Annecy,74000,avenue de Thônes,avenue de France,"['Avenue de Thônes, Annecy, Haute-Savoie, Auvergne-Rhône-Alpes, France métropolitaine, 74000, France', (45.9099049, 6.1366199)]","['Avenue de France, Annecy, Haute-Savoie, Auvergne-Rhône-Alpes, France métropolitaine, 74000, France', (45.9187161, 6.1322021)]"
"Intersection de l'avenue de
Thônes avec l'avenue de
France","Mouvement de tourne à droite pour les cycles circulant avenue de Thônes
vers l'avenue de France, dans les deux sens",Annecy,74000,avenue de Thônes,avenue de France,"['Avenue de Thônes, Annecy, Haute-Savoie, Auvergne-Rhône-Alpes, France métropolitaine, 74000, France', (45.9099049, 6.1366199)]","['Avenue de France, Annecy, Haute-Savoie, Auvergne-Rhône-Alpes, France métropolitaine, 74000, France', (45.9187161, 6.1322021)]"
"Intersection de la route de
Vignières avec l'avenue de
France","Mouvement de tourne à droite pour les cycles circulant avenue de France
vers la route de Vignières, dans les deux sens",Annecy,74000,avenue de France,No match found,"['Avenue de France, Annecy, Haute-Savoie, Auvergne-Rhône-Alpes, France métropolitaine, 74000, France', (45.9187161, 6.1322021)]",
"Intersection de la route de
Vignières avec l'avenue de
France","Mouvement de tourne à droite pour les cycles circulant route de Vignières
vers l'avenue de France, dans les deux sens",Annecy,74000,avenue de France,No match found,"['Avenue de France, Annecy, Haute-Savoie, Auvergne-Rhône-Alpes, France métropolitaine, 74000, France', (45.9187161, 6.1322021)]",
"Intersection de l'avenue des
Barattes avec l'avenue de
France","Mouvement de tourne à droite pour les cycles circulant avenue de France
vers l'avenue des Barattes, dans les deux sens",Annecy,74000,avenue des Barattes,avenue de France,"['Avenue des Barattes, Annecy-le-Vieux, Annecy, Haute-Savoie, Auvergne-Rhône-Alpes, France métropolitaine, 74000, France', (45.907785, 6.1423814)]","['Avenue de France, Annecy, Haute-Savoie, Auvergne-Rhône-Alpes, France métropolitaine, 74000, France', (45.9187161, 6.1322021)]"
"Intersection de l'avenue des
Barattes avec l'avenue de
France","Mouvement de tourne à droite pour les cycles circulant avenue des Barattes
vers l'avenue de France, dans les deux sens",Annecy,74000,avenue des Barattes,avenue de France,"['Avenue des Barattes, Annecy-le-Vieux, Annecy, Haute-Savoie, Auvergne-Rhône-Alpes, France métropolitaine, 74000, France', (45.907785, 6.1423814)]","['Avenue de France, Annecy, Haute-Savoie, Auvergne-Rhône-Alpes, France métropolitaine, 74000, France', (45.9187161, 6.1322021)]"
"Intersection de l'avenue
d'Albigny avec l'avenue de
France","Mouvement de tourne à droite pour les cycles circulant avenue d'Albigny
vers l'avenue de France",Annecy,74000,avenue d'Albigny avec,avenue de France,,"['Avenue de France, Annecy, Haute-Savoie, Auvergne-Rhône-Alpes, France métropolitaine, 74000, France', (45.9187161, 6.1322021)]"
"Intersection de l'avenue du
Petit Port avec l'avenue d'Albigny","Mouvement de tourne à droite pour les cycles circulant sur l'avenue
d'Albigny dans le sens Ouest/Est",Annecy,74000,avenue du Petit,No match found,"['EBO Annecy, Avenue du Petit Port, Sous les Prés, Annecy-le-Vieux, Annecy, Haute-Savoie, Auvergne-Rhône-Alpes, France métropolitaine, 74940, France', (45.9052058, 6.1483496)]",
"Intersection de l'avenue du
Petit Port avec l'avenue d'Albigny","Mouvement de tourne à droite pour les cycles circulant avenue du Petit Port
vers l'avenue d'Albigny",Annecy,74000,avenue du Petit,No match found,"['EBO Annecy, Avenue du Petit Port, Sous les Prés, Annecy-le-Vieux, Annecy, Haute-Savoie, Auvergne-Rhône-Alpes, France métropolitaine, 74940, France', (45.9052058, 6.1483496)]",
"Intersection de l'avenue du
Petit Port avec l'allée des
Platanes","Mouvement direct pour les cycles circulant avenue du Petit Port dans le sens
Ouest/Est",Annecy,74000,avenue du Petit,No match found,"['EBO Annecy, Avenue du Petit Port, Sous les Prés, Annecy-le-Vieux, Annecy, Haute-Savoie, Auvergne-Rhône-Alpes, France métropolitaine, 74940, France', (45.9052058, 6.1483496)]",
"Au droit du Canal du Colovry
avenue du Petit Port","Mouvement direct pour les cycles circulant avenue du Petit Port à l'ouest du
canal du Colovry, dans les deux sens",Annecy,74000,avenue du Petit,No match found,"['EBO Annecy, Avenue du Petit Port, Sous les Prés, Annecy-le-Vieux, Annecy, Haute-Savoie, Auvergne-Rhône-Alpes, France métropolitaine, 74940, France', (45.9052058, 6.1483496)]",
"Au droit du Canal du Colovry
avenue du Petit Port","Mouvement direct pour les cycles circulant avenue du Petit Port à l'est du
canal du Colovry, dans les deux sens",Annecy,74000,avenue du Petit,No match found,"['EBO Annecy, Avenue du Petit Port, Sous les Prés, Annecy-le-Vieux, Annecy, Haute-Savoie, Auvergne-Rhône-Alpes, France métropolitaine, 74940, France', (45.9052058, 6.1483496)]",
"Intersection de la rue des
Cygnes avec la rue des
Mouettes","Mouvement de tourne à droite pour les cycles circulant rue des Cygnes vers
la rue des Mouettes, dans les deux sens",Annecy,74000,rue des Cygnes,rue des Mouettes,"['Rue des Cygnes, Les Pommaries, Annecy-le-Vieux, Annecy, Haute-Savoie, Auvergne-Rhône-Alpes, France métropolitaine, 74940, France', (45.91016, 6.144853)]","['Rue des Mouettes, Sous les Prés, Annecy-le-Vieux, Annecy, Haute-Savoie, Auvergne-Rhône-Alpes, France métropolitaine, 74940, France', (45.911707, 6.1536302)]"
"Intersection de la rue des
Cygnes avec la rue des
Mouettes","Mouvement de tourne à droite pour les cycles circulant rue des Mouettes
vers la rue des Cygnes, dans les deux sens",Annecy,74000,rue des Cygnes,rue des Mouettes,"['Rue des Cygnes, Les Pommaries, Annecy-le-Vieux, Annecy, Haute-Savoie, Auvergne-Rhône-Alpes, France métropolitaine, 74940, France', (45.91016, 6.144853)]","['Rue des Mouettes, Sous les Prés, Annecy-le-Vieux, Annecy, Haute-Savoie, Auvergne-Rhône-Alpes, France métropolitaine, 74940, France', (45.911707, 6.1536302)]"
"Au droit du supermarché
avenue des Carrés","Mouvement de tourne à droite pour les cycles circulant avenue des Carrés
vers le parking du supermarché",Annecy,74000,avenue des Carrés,No match found,"['Avenue des Carrés, Les Pommaries, Annecy-le-Vieux, Annecy, Haute-Savoie, Auvergne-Rhône-Alpes, France métropolitaine, 74940, France', (45.9155541, 6.1476277)]",
"Au droit du supermarché
avenue des Carrés","Mouvement de tourne à droite pour les cycles circulant du parking du
supermarché vers l'avenue des Carrés",Annecy,74000,avenue des Carrés,No match found,"['Avenue des Carrés, Les Pommaries, Annecy-le-Vieux, Annecy, Haute-Savoie, Auvergne-Rhône-Alpes, France métropolitaine, 74940, France', (45.9155541, 6.1476277)]",
"Au droit du supermarché
avenue des Carrés","Mouvement direct pour les cycles circulant avenue des Carrés dans le sens
Ouest/Est",Annecy,74000,avenue des Carrés,No match found,"['Avenue des Carrés, Les Pommaries, Annecy-le-Vieux, Annecy, Haute-Savoie, Auvergne-Rhône-Alpes, France métropolitaine, 74940, France', (45.9155541, 6.1476277)]",
"Intersection de l'avenue des
Carrés avec le clos du Buisson","Mouvement de tourne à droite pour les cycles circulant avenue des Carrés
vers le clos du Buisson",Annecy,74000,avenue des Carrés,No match found,"['Avenue des Carrés, Les Pommaries, Annecy-le-Vieux, Annecy, Haute-Savoie, Auvergne-Rhône-Alpes, France métropolitaine, 74940, France', (45.9155541, 6.1476277)]",
"Intersection de l'avenue des
Carrés avec le clos du Buisson","Mouvement de tourne à droite pour les cycles circulant du clos du Buisson
vers l'avenue des Carrés",Annecy,74000,avenue des Carrés,No match found,"['Avenue des Carrés, Les Pommaries, Annecy-le-Vieux, Annecy, Haute-Savoie, Auvergne-Rhône-Alpes, France métropolitaine, 74940, France', (45.9155541, 6.1476277)]",
"Intersection de l'avenue des
Carrés avec le clos du Buisson","Mouvement direct pour les cycles circulant avenue des Carrés dans les sens
Est/Ouest et Ouest/Est",Annecy,74000,avenue des Carrés,No match found,"['Avenue des Carrés, Les Pommaries, Annecy-le-Vieux, Annecy, Haute-Savoie, Auvergne-Rhône-Alpes, France métropolitaine, 74940, France', (45.9155541, 6.1476277)]",
"Intersection de la avenue du
Capitaine Baud avec la rue de
Pommaries et la rue des Haies
Vives","Mouvement de tourne à droite pour les cycles circulant rue des Pommaries
vers l'avenue du Capitaine Baud",Annecy,74000,avenue du Capitaine,rue de Pommaries,"['Avenue du Capitaine Anjot, Cran-Gevrier, Annecy, Haute-Savoie, Auvergne-Rhône-Alpes, France métropolitaine, 74960, France', (45.8952983, 6.0892555)]","['Expectra, Rue de Vénétie, Les Pommaries, Annecy-le-Vieux, Annecy, Haute-Savoie, Auvergne-Rhône-Alpes, France métropolitaine, 74940, France', (45.910896, 6.149136)]"
"Intersection de la avenue du
Capitaine Baud avec la rue de
Pommaries et la rue des Haies
Vives","Mouvement de tourne à droite pour les cycles circulant avenue du Capitaine
Baud vers la rue des Haies Vives",Annecy,74000,avenue du Capitaine,rue de Pommaries,"['Avenue du Capitaine Anjot, Cran-Gevrier, Annecy, Haute-Savoie, Auvergne-Rhône-Alpes, France métropolitaine, 74960, France', (45.8952983, 6.0892555)]","['Expectra, Rue de Vénétie, Les Pommaries, Annecy-le-Vieux, Annecy, Haute-Savoie, Auvergne-Rhône-Alpes, France métropolitaine, 74940, France', (45.910896, 6.149136)]"
"Intersection de la avenue du
Capitaine Baud avec la rue de
Pommaries et la rue des Haies
Vives","Mouvement de tourne à droite pour les cycles circulant rue des Haies Vives
vers l'avenue du Capitaine Baud",Annecy,74000,avenue du Capitaine,rue de Pommaries,"['Avenue du Capitaine Anjot, Cran-Gevrier, Annecy, Haute-Savoie, Auvergne-Rhône-Alpes, France métropolitaine, 74960, France', (45.8952983, 6.0892555)]","['Expectra, Rue de Vénétie, Les Pommaries, Annecy-le-Vieux, Annecy, Haute-Savoie, Auvergne-Rhône-Alpes, France métropolitaine, 74940, France', (45.910896, 6.149136)]"
"Intersection de la avenue du
Capitaine Baud avec la rue de
Pommaries et la rue des Haies
Vives","Mouvement de tourne à droite pour les cycles circulant avenue du Capitaine
Baud vers la rue des Pommaries",Annecy,74000,avenue du Capitaine,rue de Pommaries,"['Avenue du Capitaine Anjot, Cran-Gevrier, Annecy, Haute-Savoie, Auvergne-Rhône-Alpes, France métropolitaine, 74960, France', (45.8952983, 6.0892555)]","['Expectra, Rue de Vénétie, Les Pommaries, Annecy-le-Vieux, Annecy, Haute-Savoie, Auvergne-Rhône-Alpes, France métropolitaine, 74940, France', (45.910896, 6.149136)]"
"Au droit de l'école maternelle
rue de Lachat","Mouvement de tourne à droite pour les cycles circulant rue de Lachat dans
le sens Sud/Est",Annecy,74000,rue de Lachat,No match found,"['Rue de Lachat, Annecy-le-Vieux, Annecy, Haute-Savoie, Auvergne-Rhône-Alpes, France métropolitaine, 74940, France', (45.9254954, 6.1489622)]",
"Au droit de l'école maternelle
rue de Lachat","Mouvement de tourne à droite pour les cycles circulant rue de Lachat dans
le sens Est/Nord",Annecy,74000,rue de Lachat,No match found,"['Rue de Lachat, Annecy-le-Vieux, Annecy, Haute-Savoie, Auvergne-Rhône-Alpes, France métropolitaine, 74940, France', (45.9254954, 6.1489622)]",
"Au droit de l'école maternelle
rue de Lachat","Mouvement direct pour les cycles circulant rue de Lachat dans le sens
Nord/Sud",Annecy,74000,rue de Lachat,No match found,"['Rue de Lachat, Annecy-le-Vieux, Annecy, Haute-Savoie, Auvergne-Rhône-Alpes, France métropolitaine, 74940, France', (45.9254954, 6.1489622)]",
"Au droit de l'école maternelle
rue de Lachat","Mouvement direct pour les cycles circulant rue de Lachat dans le sens
Sud/Nord",Annecy,74000,rue de Lachat,No match found,"['Rue de Lachat, Annecy-le-Vieux, Annecy, Haute-Savoie, Auvergne-Rhône-Alpes, France métropolitaine, 74940, France', (45.9254954, 6.1489622)]",
"Au droit du centre commercial
rue de Lachat","Mouvement de tourne à droite pour les cycles circulant rue de Lachat dans
le sens Nord/Ouest",Annecy,74000,rue de Lachat,No match found,"['Rue de Lachat, Annecy-le-Vieux, Annecy, Haute-Savoie, Auvergne-Rhône-Alpes, France métropolitaine, 74940, France', (45.9254954, 6.1489622)]",
"Au droit du centre commercial
rue de Lachat","Mouvement de tourne à droite pour les cycles circulant rue de Lachat dans
le sens Ouest/Sud",Annecy,74000,rue de Lachat,No match found,"['Rue de Lachat, Annecy-le-Vieux, Annecy, Haute-Savoie, Auvergne-Rhône-Alpes, France métropolitaine, 74940, France', (45.9254954, 6.1489622)]",
"Au droit du centre commercial
rue de Lachat","Mouvement direct pour les cycles circulant rue de Lachat dans le sens
Sud/Nord",Annecy,74000,rue de Lachat,No match found,"['Rue de Lachat, Annecy-le-Vieux, Annecy, Haute-Savoie, Auvergne-Rhône-Alpes, France métropolitaine, 74940, France', (45.9254954, 6.1489622)]",
"Au droit du centre commercial
rue de Lachat","Mouvement direct pour les cycles circulant rue de Lachat dans le sens
Nord/Sud",Annecy,74000,rue de Lachat,No match found,"['Rue de Lachat, Annecy-le-Vieux, Annecy, Haute-Savoie, Auvergne-Rhône-Alpes, France métropolitaine, 74940, France', (45.9254954, 6.1489622)]",
"Intersection de l'avenue
Georges Pompidou avec la rue
Jean Baud et la route des
Argos","Mouvement de tourne à droite pour les cycles circulant route des Argos vers
la rue Jean Baud",Annecy,74000,avenue Georges Pompidou,rue Jean Baud,"['Avenue Georges Pompidou, Les Rénauds, Annecy-le-Vieux, Annecy, Haute-Savoie, Auvergne-Rhône-Alpes, France métropolitaine, 74940, France', (45.9279398, 6.139474)]","['Rue Jean Baud, Annecy-le-Vieux, Annecy, Haute-Savoie, Auvergne-Rhône-Alpes, France métropolitaine, 74940, France', (45.9238493, 6.1376218)]"
"Intersection de l'avenue
Georges Pompidou avec la rue
Jean Baud et la route des
Argos","Mouvement de tourne à droite pour les cycles circulant la rue Jean Baud vers
l'avenue Georges Pompidou",Annecy,74000,avenue Georges Pompidou,rue Jean Baud,"['Avenue Georges Pompidou, Les Rénauds, Annecy-le-Vieux, Annecy, Haute-Savoie, Auvergne-Rhône-Alpes, France métropolitaine, 74940, France', (45.9279398, 6.139474)]","['Rue Jean Baud, Annecy-le-Vieux, Annecy, Haute-Savoie, Auvergne-Rhône-Alpes, France métropolitaine, 74940, France', (45.9238493, 6.1376218)]"
"Intersection de l'avenue
Georges Pompidou avec la rue
Jean Baud et la route des
Argos","Mouvement direct pour les cycles circulant avenue Georges Pompidou vers
la route des Argos",Annecy,74000,avenue Georges Pompidou,rue Jean Baud,"['Avenue Georges Pompidou, Les Rénauds, Annecy-le-Vieux, Annecy, Haute-Savoie, Auvergne-Rhône-Alpes, France métropolitaine, 74940, France', (45.9279398, 6.139474)]","['Rue Jean Baud, Annecy-le-Vieux, Annecy, Haute-Savoie, Auvergne-Rhône-Alpes, France métropolitaine, 74940, France', (45.9238493, 6.1376218)]"
"Intersection de l'avenue
Georges Pompidou avec la rue
Jean Baud et la route des
Argos","Mouvement de tourne à droite pour les cycles circulant rue Jean Baud vers
l'avenue Georges Pompidou",Annecy,74000,avenue Georges Pompidou,rue Jean Baud,"['Avenue Georges Pompidou, Les Rénauds, Annecy-le-Vieux, Annecy, Haute-Savoie, Auvergne-Rhône-Alpes, France métropolitaine, 74940, France', (45.9279398, 6.139474)]","['Rue Jean Baud, Annecy-le-Vieux, Annecy, Haute-Savoie, Auvergne-Rhône-Alpes, France métropolitaine, 74940, France', (45.9238493, 6.1376218)]"
"Intersection de l'avenue
Georges Pompidou avec la rue
Jean Baud et la route des
Argos",Mouvement de tourne à gauche pour les cycles circulant rue Jean Baud vers la route des Argos,Annecy,74000,avenue Georges Pompidou,rue Jean Baud,"['Avenue Georges Pompidou, Les Rénauds, Annecy-le-Vieux, Annecy, Haute-Savoie, Auvergne-Rhône-Alpes, France métropolitaine, 74940, France', (45.9279398, 6.139474)]","['Rue Jean Baud, Annecy-le-Vieux, Annecy, Haute-Savoie, Auvergne-Rhône-Alpes, France métropolitaine, 74940, France', (45.9238493, 6.1376218)]"
"Intersection de l'avenue du
Général de Gaulle avec la rue
de la Cour et la route de
Provins","Mouvement de tourne à droite pour les cycles circulant route de Provins vers
l'avenue du Général de Gaulle",Annecy,74000,avenue du Général,rue de la,,"[""Déchèterie d'Annecy-le-Vieux, Rue de la Frasse, Les Éculées, Annecy-le-Vieux, Annecy, Haute-Savoie, Auvergne-Rhône-Alpes, France métropolitaine, 74940, France"", (45.929176299999995, 6.153605575924469)]"
"Intersection de l'avenue du
Général de Gaulle avec la rue
de la Cour et la route de
Provins","Mouvement de tourne à droite pour les cycles circulant avenue du Général
de Gaulle vers la rue de la Cour",Annecy,74000,avenue du Général,rue de la,,"[""Déchèterie d'Annecy-le-Vieux, Rue de la Frasse, Les Éculées, Annecy-le-Vieux, Annecy, Haute-Savoie, Auvergne-Rhône-Alpes, France métropolitaine, 74940, France"", (45.929176299999995, 6.153605575924469)]"
"Intersection de l'avenue du
Général de Gaulle avec la rue
de la Cour et la route de
Provins","Mouvement de tourne à droite pour les cycles circulant avenue du Général
de Gaulle vers la route de Provins",Annecy,74000,avenue du Général,rue de la,,"[""Déchèterie d'Annecy-le-Vieux, Rue de la Frasse, Les Éculées, Annecy-le-Vieux, Annecy, Haute-Savoie, Auvergne-Rhône-Alpes, France métropolitaine, 74940, France"", (45.929176299999995, 6.153605575924469)]"
"Intersection de l'avenue du
Général de Gaulle avec la rue
de la Cour et la route de
Provins","Mouvement de tourne à droite pour les cycles circulant rue de la Cour vers
l'avenue du Général de Gaulle",Annecy,74000,avenue du Général,rue de la,,"[""Déchèterie d'Annecy-le-Vieux, Rue de la Frasse, Les Éculées, Annecy-le-Vieux, Annecy, Haute-Savoie, Auvergne-Rhône-Alpes, France métropolitaine, 74940, France"", (45.929176299999995, 6.153605575924469)]"
